0,833333333	0,833333333	0,610169492	0,625	0,5
0,361111111	0,625	0,389830508	0,5	0,5
0,75	0,708333333	0,508474576	0,458333333	0,5
0,805555556	1	0,576271186	0,625	0,5
0,555555556	0,583333333	0,457627119	0,416666667	0,5
0,527777778	0,916666667	0,491525424	0,625	0,5
0,5	0,625	0,372881356	0,458333333	0,5
0,638888889	0,625	0,559322034	0,5	0,5
0,333333333	0,541666667	0,423728814	0,458333333	0,5
0,638888889	0,583333333	0,406779661	0,416666667	0,5
0,583333333	0,708333333	0,474576271	0,625	0,5
0,472222222	0,916666667	0,406779661	0,416666667	0,5
0,638888889	0,791666667	0,508474576	0,583333333	0,5
0,555555556	0,5	0,355932203	0,291666667	0,5
0,5	0,666666667	0,491525424	0,5	0,5
0,444444444	0,791666667	0,338983051	0,416666667	0,5
0,5	0,666666667	0,372881356	0,541666667	0,5
0,416666667	0,625	0,440677966	0,5	0,5
0,361111111	0,583333333	0,423728814	0,458333333	0,5
0,305555556	0,666666667	0,355932203	0,458333333	0,5
0,333333333	0,583333333	0,322033898	0,333333333	0,5
0,527777778	0,625	0,406779661	0,416666667	0,5
0,611111111	0,75	0,576271186	0,625	0,5
0,666666667	0,833333333	0,525423729	0,583333333	0,5
0,666666667	0,833333333	0,542372881	0,625	0,5
0,583333333	0,708333333	0,508474576	0,541666667	0,5
0,527777778	0,708333333	0,305084746	0,375	0,5
0,694444444	0,583333333	0,406779661	0,416666667	0,5
0,527777778	0,416666667	0,406779661	0,375	0,5
0,333333333	0,541666667	0,372881356	0,416666667	0,5
0,444444444	0,875	0,423728814	0,5	0,5
0,638888889	0,583333333	0,474576271	0,5	0,5
0,666666667	0,791666667	0,491525424	0,5	0,5
0,666666667	0,75	0,423728814	0,541666667	0,5
0,5	0,583333333	0,389830508	0,458333333	0,5
0,583333333	0,75	0,491525424	0,541666667	0,5
0,805555556	0,875	0,610169492	0,625	0,5
0,638888889	0,708333333	0,457627119	0,5	0,5
0,611111111	0,583333333	0,457627119	0,541666667	0,5
0,611111111	0,625	0,457627119	0,5	0,5
0,472222222	0,625	0,440677966	0,5	0,5
0,777777778	0,791666667	0,661016949	0,583333333	0,5
0,611111111	0,666666667	0,474576271	0,5	0,5
0,444444444	0,458333333	0,152542373	0	0
0,583333333	0,708333333	0,305084746	0,25	0
0,222222222	0,583333333	0,169491525	0,166666667	0
0,444444444	0,625	0,220338983	0,291666667	0
0,388888889	0,583333333	0,186440678	0,125	0
0,083333333	0,583333333	0,050847458	0,166666667	0
0,833333333	0,791666667	0,406779661	0,333333333	0
0,166666667	0,625	0,101694915	0,291666667	0
0,333333333	0,791666667	0,186440678	0,291666667	0
0,194444444	0,333333333	0,13559322	0	0
0,388888889	0,5	0,305084746	0,208333333	0
0,416666667	0,708333333	0,271186441	0,25	0
0,305555556	0,583333333	0,237288136	0,166666667	0
0,611111111	0,791666667	0,322033898	0,208333333	0
0,583333333	0,666666667	0,305084746	0,041666667	0
0,416666667	0,5	0,271186441	0,083333333	0
0,388888889	0,583333333	0,237288136	0,291666667	0
0,055555556	0,25	0,033898305	0,125	0
0,055555556	0,75	0	0,083333333	0
0,527777778	0,916666667	0,322033898	0,416666667	0
0,277777778	0,5	0,203389831	0,083333333	0
0,638888889	0,666666667	0,338983051	0,208333333	0
0,055555556	0,666666667	0,033898305	0,208333333	0
0,444444444	0,708333333	0,338983051	0,291666667	0
0,333333333	0,458333333	0,203389831	0,166666667	0
0,194444444	0,5	0,152542373	0,291666667	0
0,472222222	0,666666667	0,355932203	0,291666667	0
0,5	0,583333333	0,338983051	0,291666667	0
0,416666667	0,666666667	0,220338983	0,166666667	0
0,194444444	0,583333333	0,186440678	0,375	0
0,138888889	0,666666667	0,13559322	0,25	0
0	0,25	0,084745763	0,208333333	0
0,416666667	0,666666667	0,220338983	0,125	0
0,444444444	0,666666667	0,305084746	0,416666667	0
0,5	0,75	0,220338983	0,458333333	0
0,055555556	0,583333333	0,13559322	0,083333333	0
0,444444444	0,416666667	0,220338983	0,041666667	0
0,416666667	0,541666667	0,237288136	0,291666667	0
0,527777778	0,583333333	0,355932203	0,291666667	0
0,277777778	0,541666667	0,254237288	0,166666667	0
0,333333333	0,541666667	0,220338983	0,041666667	0
0,277777778	0,541666667	0,305084746	0,083333333	0
0,583333333	0,708333333	0,305084746	0,25	0
0,305555556	0,5	0,169491525	0,083333333	0
0,333333333	0,458333333	0,203389831	0	0
0,333333333	0,583333333	0,288135593	0,083333333	0
0,444444444	0,791666667	0,322033898	0,25	0
0,388888889	0,583333333	0,288135593	0,208333333	0
0,472222222	0,416666667	0,254237288	0,083333333	0
0,555555556	0,583333333	0,305084746	0,291666667	0
